"NRA"	"Establecimiento"	"Sector"	"Entidad Federativa"	"Municipio"	"Grupo Sustancia"	"Sustancia"	"CAS"	"Unidad"	"Aire"	"Agua"	"Suelo"	"Reutilización"	"Reciclado"	"Coprocesamiento"	"Tratamiento"	"Disposición Final"	"Alcantarillado"	"Incineración"	"Otro"
"LVA5T0901211"	"LABORATORIOS VALDECASAS S.A."	"Quimica"	"DISTRITO FEDERAL"	"Tlalpan"	"Metales"	"Arsénico (compuestos)"	"S/C1"	"kg/año"									0.00400554		
"LVA5T0901211"	"LABORATORIOS VALDECASAS S.A."	"Quimica"	"DISTRITO FEDERAL"	"Tlalpan"	"Metales"	"Cadmio (compuestos)"	"S/C2"	"kg/año"									0.457776		
"LVA5T0901211"	"LABORATORIOS VALDECASAS S.A."	"Quimica"	"DISTRITO FEDERAL"	"Tlalpan"	"Metales"	"Cromo (compuestos)"	"S/C3"	"kg/año"									0.686664		
"LVA5T0901211"	"LABORATORIOS VALDECASAS S.A."	"Quimica"	"DISTRITO FEDERAL"	"Tlalpan"	"Metales"	"Mercurio (compuestos)"	"S/C4"	"kg/año"									0.0228888		
"LVA5T0901211"	"LABORATORIOS VALDECASAS S.A."	"Quimica"	"DISTRITO FEDERAL"	"Tlalpan"	"Metales"	"Níquel (compuestos)"	"S/C5"	"kg/año"									5.378868		
"LVA5T0901211"	"LABORATORIOS VALDECASAS S.A."	"Quimica"	"DISTRITO FEDERAL"	"Tlalpan"	"Metales"	"Plomo (compuestos)"	"S/C6"	"kg/año"									7.667748		
"LVI6Z1505711"	"LATINOAMERICANA DE VIDRIO S.A. DE C.V."	"vidrio"	"MEXICO"	"Naucalpan de Juarez"	"Otros"	"Bióxido de nitrógeno"	"10102-44-0"	"kg/año"	4420										
"LVI6Z1505711"	"LATINOAMERICANA DE VIDRIO S.A. DE C.V."	"vidrio"	"MEXICO"	"Naucalpan de Juarez"	"Gases de Efecto Invernadero"	"Bióxido de carbono"	"124-38-9"	"ton/año"	5654										
"LVI6Z1505711"	"LATINOAMERICANA DE VIDRIO S.A. DE C.V."	"vidrio"	"MEXICO"	"Naucalpan de Juarez"	"Gases de Efecto Invernadero"	"Metano"	"74-82-8"	"ton/año"	0.609										
"LVRLJ2800311"	"LV RECYCLE S.A. DE C.V."	"Metalurgica (incluye la siderurgica)"	"TAMAULIPAS"	"Altamira"	"Gases de Efecto Invernadero"	"Bióxido de carbono"	"124-38-9"	"ton/año"	0.222206										
"LVRLJ2800311"	"LV RECYCLE S.A. DE C.V."	"Metalurgica (incluye la siderurgica)"	"TAMAULIPAS"	"Altamira"	"Metales"	"Plomo (compuestos)"	"S/C6"	"kg/año"	29.51										
"LZA5T1412011"	"LABORATORIOS ZAFIRO S.A. DE C.V."	"Quimica"	"JALISCO"	"Zapopan"	"Gases de Efecto Invernadero"	"Bióxido de carbono"	"124-38-9"	"ton/año"	27.99996										
"LZA5T1412011"	"LABORATORIOS ZAFIRO S.A. DE C.V."	"Quimica"	"JALISCO"	"Zapopan"	"Gases de Efecto Invernadero"	"Metano"	"74-82-8"	"ton/año"	0.00042										
"LZE5T0900311"	"LABORATORIOS ZERBONI, S.A. DE C.V."	"Quimica"	"DISTRITO FEDERAL"	"Coyoacan"	"Otros"	"Cianuro inorgánico/orgánico"	"57-12-5"	"kg/año"									0.2902438656		
"LZE5T0900311"	"LABORATORIOS ZERBONI, S.A. DE C.V."	"Quimica"	"DISTRITO FEDERAL"	"Coyoacan"	"Metales"	"Arsénico (compuestos)"	"S/C1"	"kg/año"									0.014961024		
"LZE5T0900311"	"LABORATORIOS ZERBONI, S.A. DE C.V."	"Quimica"	"DISTRITO FEDERAL"	"Coyoacan"	"Metales"	"Cadmio (compuestos)"	"S/C2"	"kg/año"									1.4961024		
"LZE5T0900311"	"LABORATORIOS ZERBONI, S.A. DE C.V."	"Quimica"	"DISTRITO FEDERAL"	"Coyoacan"	"Metales"	"Cromo (compuestos)"	"S/C3"	"kg/año"									1.4975985024		
"LZE5T0900311"	"LABORATORIOS ZERBONI, S.A. DE C.V."	"Quimica"	"DISTRITO FEDERAL"	"Coyoacan"	"Metales"	"Mercurio (compuestos)"	"S/C4"	"kg/año"									0.059844096		
"LZE5T0900311"	"LABORATORIOS ZERBONI, S.A. DE C.V."	"Quimica"	"DISTRITO FEDERAL"	"Coyoacan"	"Metales"	"Níquel (compuestos)"	"S/C5"	"kg/año"									2.9922048		
"LZE5T0900311"	"LABORATORIOS ZERBONI, S.A. DE C.V."	"Quimica"	"DISTRITO FEDERAL"	"Coyoacan"	"Metales"	"Plomo (compuestos)"	"S/C6"	"kg/año"									7.480512		
"MAB6P0200411"	"MABAMEX S.A. DE C.V."	"Articulos y productos compuestos de diferentes materiales"	"BAJA CALIFORNIA"	"Tijuana"	"Metales"	"Plomo (compuestos)"	"S/C6"	"kg/año"					270.4						
"MAB7X2200511"	"MEGGITT AIRCRAFT BRAKING SYSTEMS QUERETARO S DE R.L DE C.V"	"Automotriz"	"QUERETARO"	"Colon"	"Otros"	"Cianuro inorgánico/orgánico"	"57-12-5"	"kg/año"									0.0634		
