CLAVE	SITIO	ORGANISMO_DE_CUENCA	ESTADO	MUNICIPIO	ACUIFERO	SUBTIPO	LONGITUD	LATITUD	PERIODO	ALC_mg/L	CALIDAD_ALC	CONDUCT_mS/cm	CALIDAD_CONDUC	SDT_mg/L	CALIDAD_SDT_ra	CALIDAD_SDT_salin	FLUORUROS_mg/L	CALIDAD_FLUO	DUR_mg/L	CALIDAD_DUR	COLI_FEC_NMP/100_mL	CALIDAD_COLI_FEC	N_NO3_mg/L	CALIDAD_N_NO3	AS_TOT_mg/L	CALIDAD_AS	CD_TOT_mg/L	CALIDAD_CD	CR_TOT_mg/L	CALIDAD_CR	HG_TOT_mg/L	CALIDAD_HG	PB_TOT_mg/L	CALIDAD_PB	MN_TOT_mg/L	CALIDAD_MN	FE_TOT_mg/L	CALIDAD_FE	SEMAFORO	CONTAMINANTES	CUMPLE_CON_ALC	CUMPLE_CON_COND	CUMPLE_CON_SDT_ra	CUMPLE_CON_SDT_salin	CUMPLE_CON_FLUO	CUMPLE_CON_DUR	CUMPLE_CON_CF	CUMPLE_CON_NO3	CUMPLE_CON_AS	CUMPLE_CON_CD	CUMPLE_CON_CR	CUMPLE_CON_HG	CUMPLE_CON_PB	CUMPLE_CON_MN	CUMPLE_CON_FE	IARC
OCNOR6244	HUEPAC	NOROESTE	SONORA	HUEPAC	RIO SONORA	POZO	-110.218444	29.91182	2022	293.9	Alta	958	Permisible para riego	673.4	Cultivos sensibles	Potable - Dulce	0.51	Media	354	Potable - Dura	31	Buena calidad	3.917	Potable - Excelente	<0.01	Potable - Excelente	<0.003	Potable - Excelente	<0.005	Potable - Excelente	<0.0005	Potable - Excelente	<0.005	Potable - Excelente	<0.0015	Potable - Excelente	<0.025	Potable - Excelente	Verde		SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	NC
OCNOR6248	SAN FELIPE DE JESUS	NOROESTE	SONORA	SAN FELIPE	RIO SONORA	POZO	-110.24979	29.854986	2022	65	Baja	189	Excelente para riego	129.4	Excelente para riego	Potable - Dulce	0.47	Media	70.8	Potable - Moderadamente suave	<1.1	Potable - Excelente	1.391	Potable - Excelente	<0.01	Potable - Excelente	<0.003	Potable - Excelente	<0.005	Potable - Excelente	<0.0005	Potable - Excelente	<0.005	Potable - Excelente	0.002	Potable - Excelente	0.036	Potable - Excelente	Verde		SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	NC
OCNOR6251	URES	NOROESTE	SONORA	URES	RIO SONORA	POZO	-110.391199	29.431096	2022	239.8	Alta	1012	Permisible para riego	728	Cultivos sensibles	Potable - Dulce	0.46	Media	397.6	Potable - Dura	31	Buena calidad	7.285	Potable - Buena calidad	<0.01	Potable - Excelente	<0.003	Potable - Excelente	<0.005	Potable - Excelente	<0.0005	Potable - Excelente	<0.005	Potable - Excelente	0.008	Potable - Excelente	1.258	Sin efectos en la salud - Puede dar color al agua	Amarillo	FE,	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	NO	NC
OCNOR6275	ORG. OPER. CANANEA	NOROESTE	SONORA	CANANEA	RIO SAN PEDRO	POZO	-110.11187	31.08505	2022	126	Media	270	Buena para riego	174.8	Excelente para riego	Potable - Dulce	0.41	Media	92.4	Potable - Moderadamente suave	31	Buena calidad	0.784	Potable - Excelente	<0.01	Potable - Excelente	<0.003	Potable - Excelente	0.006	Potable - Excelente	<0.0005	Potable - Excelente	<0.005	Potable - Excelente	<0.0015	Potable - Excelente	0.046	Potable - Excelente	Verde		SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	NC
OCNOR6295	POZO ZAMORA	NOROESTE	SONORA	HERMOSILLO	RIO ZANJON	POZO	-110.88475	29.26525	2022	138.1	Media	768	Permisible para riego	441	Excelente para riego	Potable - Dulce	2.4	Alta	78	Potable - Moderadamente suave	20	Buena calidad	3.389	Potable - Excelente	0.019	Apta como FAAP	<0.003	Potable - Excelente	0.016	Potable - Excelente	<0.0005	Potable - Excelente	<0.005	Potable - Excelente	<0.0015	Potable - Excelente	<0.025	Potable - Excelente	Rojo	FLUO,	SI	SI	SI	SI	NO	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	NC
OCNOR6310	POZO EL CARO AGUA POTABLE	NOROESTE	SONORA	HUATABAMPO	VALLE DEL MAYO	POZO	-109.71472	26.86872	2022	372.2	Alta	1936	Permisible para riego	1200	Cultivos con manejo especial	Ligeramente salobres	0.58	Media	126.5	Potable - Dura	<1.1	Potable - Excelente	<0.02	Potable - Excelente	0.083	No apta como FAAP	<0.003	Potable - Excelente	<0.005	Potable - Excelente	<0.0005	Potable - Excelente	<0.005	Potable - Excelente	0.112	Potable - Excelente	0.026	Potable - Excelente	Rojo	AS,	SI	SI	SI	SI	SI	SI	SI	SI	NO	SI	SI	SI	SI	SI	SI	1
OCNOR6311	POZO NORIA EL BABURO	NOROESTE	SONORA	HUATABAMPO	VALLE DEL MAYO	POZO	-109.696333	26.8501111	2022	362.4	Alta	2072	Dudosa para riego	1345	Cultivos con manejo especial	Ligeramente salobres	0.58	Media	401.6	Potable - Dura	1274	Contaminada	<0.02	Potable - Excelente	0.043	No apta como FAAP	<0.003	Potable - Excelente	<0.005	Potable - Excelente	<0.0005	Potable - Excelente	<0.005	Potable - Excelente	0.672	Puede afectar la salud	0.053	Potable - Excelente	Rojo	CONDUC,CF,AS,MN,	SI	NO	SI	SI	SI	SI	NO	SI	NO	SI	SI	SI	SI	NO	SI	1
OCNOR6312	POZO BUIYARUMO	NOROESTE	SONORA	ETCHOJOA	VALLE DEL MAYO	POZO	-109.698111	26.9873333	2022	289.7	Alta	851	Permisible para riego	535.8	Cultivos sensibles	Potable - Dulce	0.93	Potable - Optima	114.5	Potable - Moderadamente suave	<1.1	Potable - Excelente	0.041	Potable - Excelente	0.064	No apta como FAAP	<0.003	Potable - Excelente	<0.005	Potable - Excelente	<0.0005	Potable - Excelente	<0.005	Potable - Excelente	0.311	Sin efectos en la salud - Puede dar color al agua	<0.025	Potable - Excelente	Rojo	AS,MN,	SI	SI	SI	SI	SI	SI	SI	SI	NO	SI	SI	SI	SI	NO	SI	1
OCNOR6503	BAVIACORA 1	NOROESTE	SONORA	BAVIACORA	RÍO SONORA	POZO	-110.15437	29.71359	2022	177.6	Alta	758	Permisible para riego	536.6	Cultivos sensibles	Potable - Dulce	0.29	Baja	298.9	Potable - Dura	<1.1	Potable - Excelente	1.99	Potable - Excelente	<0.01	Potable - Excelente	<0.003	Potable - Excelente	<0.005	Potable - Excelente	<0.0005	Potable - Excelente	<0.005	Potable - Excelente	<0.0015	Potable - Excelente	<0.025	Potable - Excelente	Verde		SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	NC
OCNOR6505	EL MAZOCAHUI	NOROESTE	SONORA	BAVIACORA	RÍO SONORA	POZO	-110.11926	29.53365	2022	374.5	Alta	2498	Dudosa para riego	1924.7	Cultivos con manejo especial	Ligeramente salobres	0.76	Potable - Optima			<1.1	Potable - Excelente	39.339	No apta como FAAP	<0.01	Potable - Excelente	<0.003	Potable - Excelente	<0.005	Potable - Excelente	<0.0005	Potable - Excelente	<0.005	Potable - Excelente	<0.0015	Potable - Excelente	<0.025	Potable - Excelente	Rojo	CONDUC,NO3,	SI	NO	SI	SI	SI	ND	SI	NO	SI	SI	SI	SI	SI	SI	SI	NC
OCNOR6507	TOPAHUE	NOROESTE	SONORA	HERMOSILLO	RÍO SONORA	POZO	-110.62928	29.26547	2022	231.1	Alta	1475	Permisible para riego	1134.2	Cultivos con manejo especial	Ligeramente salobres	0.48	Media	528.1	Muy dura e indeseable usos industrial y domestico	<1.1	Potable - Excelente	2.505	Potable - Excelente	<0.01	Potable - Excelente	<0.003	Potable - Excelente	<0.005	Potable - Excelente	<0.0005	Potable - Excelente	<0.005	Potable - Excelente	<0.0015	Potable - Excelente	<0.025	Potable - Excelente	Amarillo	DT,	SI	SI	SI	SI	SI	NO	SI	SI	SI	SI	SI	SI	SI	SI	SI	NC
OCNOR6508	EL MOLINITO	NOROESTE	SONORA	HERMOSILLO	MESA DEL SERI-LA VICTORIA	POZO	-110.75911	29.20333	2022	358	Alta	1141	Permisible para riego	721	Cultivos sensibles	Potable - Dulce	0.79	Potable - Optima	338	Potable - Dura	<1.1	Potable - Excelente	2.043	Potable - Excelente	<0.01	Potable - Excelente	<0.003	Potable - Excelente	<0.005	Potable - Excelente	<0.0005	Potable - Excelente	<0.005	Potable - Excelente	<0.0015	Potable - Excelente	<0.025	Potable - Excelente	Verde		SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	NC
OCNORNUE1	LAS DELICIAS POZO NUEVO	NOROESTE	SONORA	BANAMICHI	RÍO SONORA	POZO	-110.25439	29.97775	2022	158.3	Alta	311	Buena para riego	189.4	Excelente para riego	Potable - Dulce	0.85	Potable - Optima	104.2	Potable - Moderadamente suave	<1.1	Potable - Excelente	1.256	Potable - Excelente	<0.01	Potable - Excelente	<0.003	Potable - Excelente	<0.005	Potable - Excelente	<0.0005	Potable - Excelente	<0.005	Potable - Excelente	<0.0015	Potable - Excelente	<0.025	Potable - Excelente	Verde		SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	NC
OCNORNUE3	SAN PABLO POZO NUEVO	NOROESTE	SONORA	ACONCCHI	RÍO SONORA	POZO	-110.20267	29.78405	2022	203.3	Alta	551	Buena para riego	372.4	Excelente para riego	Potable - Dulce	0.23	Baja	202	Potable - Dura	135	Buena calidad	2.034	Potable - Excelente	<0.01	Potable - Excelente	<0.003	Potable - Excelente	<0.005	Potable - Excelente	<0.0005	Potable - Excelente	<0.005	Potable - Excelente	<0.0015	Potable - Excelente	<0.025	Potable - Excelente	Verde		SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	NC
OCPBC4308	MANEADERO 1 (POZO SALON EJIDAL)	PENÍNSULA DE BAJA CALIFORNIA	BAJA CALIFORNIA	ENSENADA	MANEADERO	POZO	-116.578519	31.728857	2022	273.4	Alta	5697	Indeseable para riego	4103	Cultivos tolerantes	Salobres	0.72	Potable - Optima	1830.6	Muy dura e indeseable usos industrial y domestico			32.686	No apta como FAAP	<0.01	Potable - Excelente	<0.003	Potable - Excelente	<0.005	Potable - Excelente	<0.0005	Potable - Excelente	<0.005	Potable - Excelente	0.018	Potable - Excelente	<0.025	Potable - Excelente	Rojo	CONDUC,SDT_ra,SDT_salin,DT,NO3,	SI	NO	NO	NO	SI	NO	ND	NO	SI	SI	SI	SI	SI	SI	SI	NC
OCPBC4309	MANEADERO 3 (POZO CESPE)	PENÍNSULA DE BAJA CALIFORNIA	BAJA CALIFORNIA	ENSENADA	MANEADERO	POZO	-116.572811	31.756832	2022	199.6	Alta	2247	Dudosa para riego	1498	Cultivos con manejo especial	Ligeramente salobres	2.1	Alta	556.1	Muy dura e indeseable usos industrial y domestico	<1.1	Potable - Excelente	6.44	Potable - Buena calidad	<0.01	Potable - Excelente	<0.003	Potable - Excelente	<0.005	Potable - Excelente	<0.0005	Potable - Excelente	<0.005	Potable - Excelente	0.02	Potable - Excelente	1.178	Sin efectos en la salud - Puede dar color al agua	Rojo	CONDUC,FLUO,DT,FE,	SI	NO	SI	SI	NO	NO	SI	SI	SI	SI	SI	SI	SI	SI	NO	NC
OCPBC4314	ENSENADA 1 (POZO CESPE)	PENÍNSULA DE BAJA CALIFORNIA	BAJA CALIFORNIA	ENSENADA	ENSENADA	POZO	-116.603028	31.846055	2022	201.8	Alta	12220	Indeseable para riego	8809.2	Indeseable para riego	Salobres	0.97	Potable - Optima	3522.6	Muy dura e indeseable usos industrial y domestico	10	Buena calidad	6.358	Potable - Buena calidad	<0.01	Potable - Excelente	<0.003	Potable - Excelente	<0.005	Potable - Excelente	0.0007	Potable - Excelente	<0.005	Potable - Excelente	0.004	Potable - Excelente	0.051	Potable - Excelente	Amarillo	CONDUC,SDT_ra,SDT_salin,DT,	SI	NO	NO	NO	SI	NO	SI	SI	SI	SI	SI	SI	SI	SI	SI	NC
OCPBC4315	ENSENADA 3 (POZO CALLE 11 Y BLANCARTE)	PENÍNSULA DE BAJA CALIFORNIA	BAJA CALIFORNIA	ENSENADA	ENSENADA	POZO	-116.616778	31.869277	2022	261.5	Alta	4570	Indeseable para riego	3047	Cultivos tolerantes	Salobres	0.94	Potable - Optima	1068.7	Muy dura e indeseable usos industrial y domestico	<1.1	Potable - Excelente	15.872	No apta como FAAP	<0.01	Potable - Excelente	<0.003	Potable - Excelente	<0.005	Potable - Excelente	<0.0005	Potable - Excelente	<0.005	Potable - Excelente	<0.0015	Potable - Excelente	<0.025	Potable - Excelente	Rojo	CONDUC,SDT_ra,SDT_salin,DT,NO3,	SI	NO	NO	NO	SI	NO	SI	NO	SI	SI	SI	SI	SI	SI	SI	NC
OCPBC4328	CAMALU 1 (POZO NO 2)	PENÍNSULA DE BAJA CALIFORNIA	BAJA CALIFORNIA	ENSENADA	CAMALU	POZO	-116.036861	30.807972	2022	169.3	Alta	20207	Indeseable para riego	16263	Indeseable para riego	Salinas	0.35	Baja	8212.9	Muy dura e indeseable usos industrial y domestico	256	Aceptable	2.769	Potable - Excelente	<0.01	Potable - Excelente	<0.003	Potable - Excelente	<0.005	Potable - Excelente	0.001	Potable - Excelente	<0.005	Potable - Excelente	0.021	Potable - Excelente	0.193	Potable - Excelente	Amarillo	CONDUC,SDT_ra,SDT_salin,DT,	SI	NO	NO	NO	SI	NO	SI	SI	SI	SI	SI	SI	SI	SI	SI	NC
OCPBC4329	CAMALU 3 (POZO CNA2B)	PENÍNSULA DE BAJA CALIFORNIA	BAJA CALIFORNIA	ENSENADA	CAMALU	POZO	-116.03803	30.8694	2022	225.7	Alta	2883	Dudosa para riego	1772	Cultivos con manejo especial	Ligeramente salobres	1.43	Potable - Optima	71.2	Potable - Moderadamente suave			0.042	Potable - Excelente	<0.01	Potable - Excelente	<0.003	Potable - Excelente	<0.005	Potable - Excelente	<0.0005	Potable - Excelente	<0.005	Potable - Excelente	0.035	Potable - Excelente	0.07	Potable - Excelente	Amarillo	CONDUC,	SI	NO	SI	SI	SI	SI	ND	SI	SI	SI	SI	SI	SI	SI	SI	NC
OCPBC4331	POZO VG-2 (CNA-04A-001)	PENÍNSULA DE BAJA CALIFORNIA	BAJA CALIFORNIA	ENSENADA	COLONIA VICENTE GUERRERO	POZO	-115.956988	30.755786	2022	169.3	Alta	3163	Indeseable para riego	2441	Cultivos tolerantes	Salobres	1.07	Potable - Optima	882.6	Muy dura e indeseable usos industrial y domestico			0.637	Potable - Excelente	<0.01	Potable - Excelente	<0.003	Potable - Excelente	<0.005	Potable - Excelente	<0.0005	Potable - Excelente	<0.005	Potable - Excelente	0.033	Potable - Excelente	0.052	Potable - Excelente	Amarillo	CONDUC,SDT_ra,SDT_salin,DT,	SI	NO	NO	NO	SI	NO	ND	SI	SI	SI	SI	SI	SI	SI	SI	NC
OCPBC4332	POZO VG-3A (CNA-150)	PENÍNSULA DE BAJA CALIFORNIA	BAJA CALIFORNIA	ENSENADA	COLONIA VICENTE GUERRERO	POZO	-116.011263	30.728562	2022	104.2	Media	3067	Indeseable para riego	2513	Cultivos tolerantes	Salobres	<0.2	Baja	1167.6	Muy dura e indeseable usos industrial y domestico	10	Buena calidad	95.897	No apta como FAAP	<0.01	Potable - Excelente	<0.003	Potable - Excelente	<0.005	Potable - Excelente	<0.0005	Potable - Excelente	<0.005	Potable - Excelente	<0.0015	Potable - Excelente	<0.025	Potable - Excelente	Rojo	CONDUC,SDT_ra,SDT_salin,DT,NO3,	SI	NO	NO	NO	SI	NO	SI	NO	SI	SI	SI	SI	SI	SI	SI	NC
OCPBC4333	SAN QUINTIN 1 (POZO UABC)	PENÍNSULA DE BAJA CALIFORNIA	BAJA CALIFORNIA	ENSENADA	SAN QUINTIN	POZO	-115.9695	30.650416	2022	217	Alta	3040	Indeseable para riego	2138.5	Cultivos tolerantes	Salobres	0.37	Baja	843.1	Muy dura e indeseable usos industrial y domestico	<1.1	Potable - Excelente	1.069	Potable - Excelente	<0.01	Potable - Excelente	<0.003	Potable - Excelente	<0.005	Potable - Excelente	<0.0005	Potable - Excelente	<0.005	Potable - Excelente	0.038	Potable - Excelente	0.237	Potable - Excelente	Amarillo	CONDUC,SDT_ra,SDT_salin,DT,	SI	NO	NO	NO	SI	NO	SI	SI	SI	SI	SI	SI	SI	SI	SI	NC
OCPBC4334	SAN QUINTIN 3 (POZO EJIDO NVO MEXICALI)	PENÍNSULA DE BAJA CALIFORNIA	BAJA CALIFORNIA	ENSENADA	SAN QUINTIN	POZO	-115.941306	30.543055	2022	195.3	Alta	2403	Dudosa para riego	1667	Cultivos con manejo especial	Ligeramente salobres	0.33	Baja	657	Muy dura e indeseable usos industrial y domestico	10	Buena calidad	2.812	Potable - Excelente	<0.01	Potable - Excelente	<0.003	Potable - Excelente	<0.005	Potable - Excelente	<0.0005	Potable - Excelente	<0.005	Potable - Excelente	0.012	Potable - Excelente	0.333	Sin efectos en la salud - Puede dar color al agua	Amarillo	CONDUC,DT,FE,	SI	NO	SI	SI	SI	NO	SI	SI	SI	SI	SI	SI	SI	SI	NO	NC
OCPBC4335	SAN SIMON 1 (POZO NO 10 LOS PINOS)	PENÍNSULA DE BAJA CALIFORNIA	BAJA CALIFORNIA	ENSENADA	SAN SIMON	POZO	-115.87663	30.43927	2022	169.3	Alta	2116	Dudosa para riego	1510.3	Cultivos con manejo especial	Ligeramente salobres	0.31	Baja	668.9	Muy dura e indeseable usos industrial y domestico	<1.1	Potable - Excelente	9.812	Potable - Buena calidad	<0.01	Potable - Excelente	<0.003	Potable - Excelente	<0.005	Potable - Excelente	<0.0005	Potable - Excelente	<0.005	Potable - Excelente	0.008	Potable - Excelente	0.278	Potable - Excelente	Amarillo	CONDUC,DT,	SI	NO	SI	SI	SI	NO	SI	SI	SI	SI	SI	SI	SI	SI	SI	NC
OCPBC4364	POZO NO. 19 CH. ELIAS	PENÍNSULA DE BAJA CALIFORNIA	BAJA CALIFORNIA	MEXICALI	VALLE DE MEXICALI	POZO	-115.040083	32.331944	2022	191.36	Alta			1366	Cultivos con manejo especial	Ligeramente salobres			476.42	Potable - Dura	<1.1	Potable - Excelente	0.7	Potable - Excelente															Verde		SI	ND	SI	SI	ND	SI	SI	SI	ND	ND	ND	ND	ND	ND	ND	NC
OCPBC4371	POZO NO. R-89 EJIDO HERMOSILLO	PENÍNSULA DE BAJA CALIFORNIA	BAJA CALIFORNIA	MEXICALI	VALLE DE MEXICALI	POZO	-114.905833	32.501378	2022	319.28	Alta			1773	Cultivos con manejo especial	Ligeramente salobres			777.32	Muy dura e indeseable usos industrial y domestico	<1.1	Potable - Excelente	0.8	Potable - Excelente															Amarillo	DT,	SI	ND	SI	SI	ND	NO	SI	SI	ND	ND	ND	ND	ND	ND	ND	NC
OCPBC4374	POZO NO. 1	PENÍNSULA DE BAJA CALIFORNIA	BAJA CALIFORNIA	MEXICALI	VALLE DE MEXICALI	POZO	-114.780743	32.677713	2022	203.84	Alta			564	Cultivos sensibles	Potable - Dulce			270.81	Potable - Dura	<1.1	Potable - Excelente	0.9	Potable - Excelente															Verde		SI	ND	SI	SI	ND	SI	SI	SI	ND	ND	ND	ND	ND	ND	ND	NC
OCPBC4377	LA MESA ARENOSA	PENÍNSULA DE BAJA CALIFORNIA	SONORA	SAN LUIS RÍO COLORADO	VALLE DE SAN LUIS RIO COLORADO	POZO	-114.79645	32.42575	2022	149.9	Media	1631	Permisible para riego	1027.3	Cultivos con manejo especial	Ligeramente salobres	0.29	Baja	328.2	Potable - Dura	<1.1	Potable - Excelente	0.036	Potable - Excelente	<0.01	Potable - Excelente	<0.003	Potable - Excelente	<0.005	Potable - Excelente	<0.0005	Potable - Excelente	<0.005	Potable - Excelente	0.126	Potable - Excelente	0.115	Potable - Excelente	Verde		SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	NC
OCPBC5358	POZO 10	PENÍNSULA DE BAJA CALIFORNIA	BAJA CALIFORNIA	TECATE	TECATE	POZO	-116.6218	32.57165	2022	225.4	Alta	1521	Permisible para riego	1022.7	Cultivos con manejo especial	Ligeramente salobres	0.68	Media	446.6	Potable - Dura	20	Buena calidad	12.651	No apta como FAAP	<0.01	Potable - Excelente	<0.003	Potable - Excelente	<0.005	Potable - Excelente	<0.0005	Potable - Excelente	<0.005	Potable - Excelente	0.023	Potable - Excelente	<0.025	Potable - Excelente	Rojo	NO3,	SI	SI	SI	SI	SI	SI	SI	NO	SI	SI	SI	SI	SI	SI	SI	NC
OCPBC5359	POZO PB-14	PENÍNSULA DE BAJA CALIFORNIA	BAJA CALIFORNIA	TECATE	TECATE	POZO	-116.58073	32.56358	2022	438.6	Indeseable como FAAP	1952	Permisible para riego	1297.7	Cultivos con manejo especial	Ligeramente salobres	0.63	Media	662.7	Muy dura e indeseable usos industrial y domestico	63	Buena calidad			<0.01	Potable - Excelente	<0.003	Potable - Excelente	<0.005	Potable - Excelente	<0.0005	Potable - Excelente	<0.005	Potable - Excelente	<0.0015	Potable - Excelente	<0.025	Potable - Excelente	Amarillo	ALC,DT,	NO	SI	SI	SI	SI	NO	SI	ND	SI	SI	SI	SI	SI	SI	SI	NC
OCPBC5360	POZO NO. 2 (CASCABEL)	PENÍNSULA DE BAJA CALIFORNIA	BAJA CALIFORNIA	ENSENADA	SAN FELIPE-PUNTA ESTRELLA	POZO	-114.81693	30.83374	2022	106.1	Media	1116	Permisible para riego	680	Cultivos sensibles	Potable - Dulce	4.58	Alta	143.3	Potable - Dura			4.032	Potable - Excelente	<0.01	Potable - Excelente	<0.003	Potable - Excelente	0.008	Potable - Excelente	<0.0005	Potable - Excelente	<0.005	Potable - Excelente	<0.0015	Potable - Excelente	<0.025	Potable - Excelente	Rojo	FLUO,	SI	SI	SI	SI	NO	SI	ND	SI	SI	SI	SI	SI	SI	SI	SI	NC
OCPBC5361	POZO NO. 3	PENÍNSULA DE BAJA CALIFORNIA	SONORA	SAN LUIS RÍO COLORADO	VALLE DE SAN LUIS RIO COLORADO	POZO	-114.77949	32.47223	2022	175.4	Alta	1414	Permisible para riego	888	Cultivos sensibles	Potable - Dulce	0.3	Baja	307.5	Potable - Dura	<1.1	Potable - Excelente	0.124	Potable - Excelente	<0.01	Potable - Excelente	<0.003	Potable - Excelente	<0.005	Potable - Excelente	<0.0005	Potable - Excelente	<0.005	Potable - Excelente	0.184	Sin efectos en la salud - Puede dar color al agua	0.038	Potable - Excelente	Amarillo	MN,	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	NO	SI	NC
OCPBC5362	POZO 15	PENÍNSULA DE BAJA CALIFORNIA	SONORA	SAN LUIS RÍO COLORADO	VALLE DE SAN LUIS RIO COLORADO	POZO	-114.80636	32.44377	2022	211.1	Alta	2104	Dudosa para riego	1494.3	Cultivos con manejo especial	Ligeramente salobres	0.3	Baja	610.8	Muy dura e indeseable usos industrial y domestico	<1.1	Potable - Excelente	1.033	Potable - Excelente	<0.01	Potable - Excelente	<0.003	Potable - Excelente	<0.005	Potable - Excelente	<0.0005	Potable - Excelente	<0.005	Potable - Excelente	0.232	Sin efectos en la salud - Puede dar color al agua	0.076	Potable - Excelente	Amarillo	CONDUC,DT,MN,	SI	NO	SI	SI	SI	NO	SI	SI	SI	SI	SI	SI	SI	NO	SI	NC
OCPBC5588	MANEADERO	PENÍNSULA DE BAJA CALIFORNIA	BAJA CALIFORNIA	ENSENADA	MANEADERO	POZO	-116.58113	31.73436	2022	253.9	Alta	9287	Indeseable para riego	6514.5	Indeseable para riego	Salobres	1.69	Alta	2592.5	Muy dura e indeseable usos industrial y domestico	<1.1	Potable - Excelente	29.899	No apta como FAAP	<0.01	Potable - Excelente	<0.003	Potable - Excelente	<0.005	Potable - Excelente	<0.0005	Potable - Excelente	<0.005	Potable - Excelente	<0.0015	Potable - Excelente	<0.025	Potable - Excelente	Rojo	CONDUC,SDT_ra,SDT_salin,FLUO,DT,NO3,	SI	NO	NO	NO	NO	NO	SI	NO	SI	SI	SI	SI	SI	SI	SI	NC
OCPBC5589	SANTA ANITA	PENÍNSULA DE BAJA CALIFORNIA	BAJA CALIFORNIA	ENSENADA	LA MISION	POZO	-116.86333	32.09909	2022	462.2	Indeseable como FAAP	4553	Indeseable para riego	2841.5	Cultivos tolerantes	Salobres	0.82	Potable - Optima	989.5	Muy dura e indeseable usos industrial y domestico	<1.1	Potable - Excelente	16.436	No apta como FAAP	<0.01	Potable - Excelente	<0.003	Potable - Excelente	<0.005	Potable - Excelente	<0.0005	Potable - Excelente	<0.005	Potable - Excelente	0.032	Potable - Excelente	<0.025	Potable - Excelente	Rojo	ALC,CONDUC,SDT_ra,SDT_salin,DT,NO3,	NO	NO	NO	NO	SI	NO	SI	NO	SI	SI	SI	SI	SI	SI	SI	NC
OCPBC5593	PAREDONES	PENÍNSULA DE BAJA CALIFORNIA	BAJA CALIFORNIA	MEXICALI	VALLE DE MEXICALI	POZO	-114.92124	32.60173	2022	55.1	Baja	3190	Indeseable para riego	2633	Cultivos tolerantes	Salobres	<0.2	Baja	1130.1	Muy dura e indeseable usos industrial y domestico	<1.1	Potable - Excelente	0.062	Potable - Excelente	<0.01	Potable - Excelente	<0.003	Potable - Excelente	<0.005	Potable - Excelente	<0.0005	Potable - Excelente	<0.005	Potable - Excelente	2.301	Puede afectar la salud			Amarillo	CONDUC,SDT_ra,SDT_salin,DT,MN,	SI	NO	NO	NO	SI	NO	SI	SI	SI	SI	SI	SI	SI	NO	ND	NC
OCPBC5594	EJIDO LAZARO CARDENAS	PENÍNSULA DE BAJA CALIFORNIA	BAJA CALIFORNIA	MEXICALI	VALLE DE MEXICALI	POZO	-115.02377	32.60901	2022	177.5	Alta	1226	Permisible para riego	816.7	Cultivos sensibles	Potable - Dulce	0.35	Baja	328.2	Potable - Dura	<1.1	Potable - Excelente	0.047	Potable - Excelente	<0.01	Potable - Excelente	<0.003	Potable - Excelente	<0.005	Potable - Excelente	<0.0005	Potable - Excelente	<0.005	Potable - Excelente	0.121	Potable - Excelente	0.153	Potable - Excelente	Verde		SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	NC
OCPBC5596	DISTRITO FEDERAL	PENÍNSULA DE BAJA CALIFORNIA	BAJA CALIFORNIA	MEXICALI	VALLE DE MEXICALI	POZO	-115.03373	32.49243	2022	232.6	Alta	1643	Permisible para riego	1185.5	Cultivos con manejo especial	Ligeramente salobres	0.32	Baja	718.8	Muy dura e indeseable usos industrial y domestico	<1.1	Potable - Excelente	0.035	Potable - Excelente	<0.01	Potable - Excelente	<0.003	Potable - Excelente	<0.005	Potable - Excelente	<0.0005	Potable - Excelente	<0.005	Potable - Excelente	0.404	Puede afectar la salud	0.588	Sin efectos en la salud - Puede dar color al agua	Amarillo	DT,MN,FE,	SI	SI	SI	SI	SI	NO	SI	SI	SI	SI	SI	SI	SI	NO	NO	NC
