nra,estado,municipio
PEP103019318,VERACRUZ,Boca del Rio
PEP103020413,VERACRUZ,Agua Dulce
PEP103020414,VERACRUZ,Agua Dulce
PEP103020414,Veracruz de Ignacio de la Llave,Agua Dulce
PEP192803211,TAMAULIPAS,Reynosa
PEP2700200006,TABASCO,Cardenas
PEP2700200006,Tabasco,Cárdenas
PEP2700200012,TABASCO,Cardenas
PEP2700200012,Tabasco,Cárdenas
PEP2700200069,TABASCO,Cardenas
PEP2700400018,TABASCO,Centla
PEP2700401031,TABASCO,Centro
PEP2700500008,TABASCO,Comalcalco
PEP2700500049,TABASCO,Comalcalco
PEP2700500053,TABASCO,Comalcalco
PEP2700600044,TABASCO,Cunduacan
PEP2700600044,Tabasco,Cunduacán
PEP2700600075,TABASCO,Cunduacan
PEP2700600075,Tabasco,Cunduacán
PEP2700800034,TABASCO,Huimanguillo
PEP2700800034,Tabasco,Huimanguillo
PEP2700800035,TABASCO,Huimanguillo
PEP2700800035,Tabasco,Huimanguillo
PEP2700800052,TABASCO,Huimanguillo
PEP2700800052,Tabasco,Huimanguillo
PEP2700900018,TABASCO,Jalapa
PEP2700900018,Tabasco,Jalapa
PEP2701000001,TABASCO,Jalpa de Mendez
PEP2701000001,Tabasco,Jalpa de Méndez
PEP2701300010,TABASCO,Nacajuca
PEP2701300010,Tabasco,Nacajuca
PEP2701400047,TABASCO,Paraiso
PEP2701400048,Ciudad de México,Benito Juárez
PEP2701400048,TABASCO,Paraiso
PEP2701400049,TABASCO,Paraiso
PEP2701400049,Tabasco,Paraíso
PEP2701400054,TABASCO,Paraiso
PEP2701400064,TABASCO,Paraiso
PEP2800300083,TAMAULIPAS,Altamira
PEP2800300083,Tamaulipas,Altamira
PEP3002800054,VERACRUZ,Boca del Rio
PEP3002800054,Veracruz de Ignacio de la Llave,Boca del Río
PEP3002800055,VERACRUZ,Boca del Rio
PEP3002800056,VERACRUZ,Boca del Rio
PEP3002800057,VERACRUZ,Boca del Rio
PEP3003400014,VERACRUZ,Cerro Azul
PEP3003400014,Veracruz de Ignacio de la Llave,Cerro Azul
PEP3003900030,VERACRUZ,Coatzacoalcos
PEP3005400002,VERACRUZ,Boca del Rio
PEP3005400002,VERACRUZ,Chacaltianguis
PEP3005400002,Veracruz de Ignacio de la Llave,Chacaltianguis
PEP3006100004,VERACRUZ,Las Choapas
PEP3008200003,VERACRUZ,Ixhuatlan del Sureste
PEP3011100001,VERACRUZ,Moloacan
PEP3011100001,Veracruz de Ignacio de la Llave,Moloacán
PEP3011100002,VERACRUZ,Moloacan
PEP3013100030,VERACRUZ,Poza Rica de Hidalgo
PEP3013100041,VERACRUZ,Poza Rica de Hidalgo
PEP3013100041,Veracruz de Ignacio de la Llave,Poza Rica de Hidalgo
PEP3013100145,VERACRUZ,Poza Rica de Hidalgo
PEP3013100145,Veracruz de Ignacio de la Llave,Poza Rica de Hidalgo
PEP3013100146,VERACRUZ,Poza Rica de Hidalgo
PEP3013100146,Veracruz de Ignacio de la Llave,Poza Rica de Hidalgo
PEP8Z0200411,BAJA CALIFORNIA,Tijuana
PEPEA2700431,TABASCO,Centro
PEPEA3003911,VERACRUZ,Coatzacoalcos
PEPEA3011111,VERACRUZ,Moloacan
PEPK90040311,CAMPECHE,Carmen
PEPK90400311,CAMPECHE,Carmen
PEPLQ0400311,CAMPECHE,Carmen
PEPLQ0400312,CAMPECHE,Carmen
PEPLQ0400312,Campeche,Carmen
PEPM90400311,CAMPECHE,Carmen
PEPM90400312,CAMPECHE,Carmen
PEPM90704811,CHIAPAS,Juarez
PEPM92803211,TAMAULIPAS,Reynosa
PEPM92803211,Tamaulipas,Reynosa
PEPM92803811,TAMAULIPAS,Reynosa
PEPM92803811,TAMAULIPAS,Tampico
PEPM93003912,VERACRUZ,Coatzacoalcos
PEPM93008212,VERACRUZ,Ixhuatlan del Sureste
PEPM9301310C,VERACRUZ,Poza Rica de Hidalgo
PEPM9301310D,VERACRUZ,Poza Rica de Hidalgo
PEPM93013111,VERACRUZ,Poza Rica de Hidalgo
PEPM93013112,VERACRUZ,Poza Rica de Hidalgo
PEPM93013113,VERACRUZ,Poza Rica de Hidalgo
PEPM93013114,VERACRUZ,Poza Rica de Hidalgo
PEPM93013121,VERACRUZ,Poza Rica de Hidalgo
PEPM93013122,VERACRUZ,Poza Rica de Hidalgo
PEPM93013123,VERACRUZ,Poza Rica de Hidalgo
PEPM93017411,VERACRUZ,Boca del Rio
PEPM93017411,VERACRUZ,Tierra Blanca
PEPM93017411,Veracruz de Ignacio de la Llave,Tierra Blanca
PEPM93020711,VERACRUZ,Boca del Rio
PEPMG0501821,COAHUILA,Monclova
PEPMG3002811,VERACRUZ,Boca del Rio
PEPMG3002811,Veracruz de Ignacio de la Llave,Boca del Río
PEPMG3013111,VERACRUZ,Poza Rica de Hidalgo
PEPMH0400311,CAMPECHE,Carmen
PEPMH0400311,Campeche,Carmen
PEPMH0400312,CAMPECHE,Carmen
PEPMI0400211,CAMPECHE,Carmen
PEPMI0400311,CAMPECHE,Carmen
PEPMI0400312,CAMPECHE,Carmen
PEPMI0400312,Campeche,Carmen
PEPMI0400313,CAMPECHE,Carmen
PEPMI2701211,TABASCO,Macuspana
PEPN40400311,CAMPECHE,Carmen
PEPN40400312,CAMPECHE,Carmen
PEPN42700211,TABASCO,Cardenas
PEPN42700211,Tabasco,Cárdenas
PEPN42701211,TABASCO,Macuspana
PEPND1505811,MEXICO,Nezahualcoyotl
PEPQX2700311,TABASCO,Centla
PEPQX2700311,Tabasco,Centla
PEPR90400317,CAMPECHE,Carmen
PEPR93002811,VERACRUZ,Boca del Rio
PEPR93002811,VERACRUZ,Veracruz
PEPR93002811,Veracruz de Ignacio de la Llave,Boca del Río
PEPRB2800311,TAMAULIPAS,Altamira
PEPRB3002811,VERACRUZ,Boca del Rio
PEPRB3002811,Veracruz de Ignacio de la Llave,Boca del Río
PEPRB3003411,VERACRUZ,Cerro Azul
PEPRB3003412,VERACRUZ,Cerro Azul
PEPRB3003413,VERACRUZ,Cerro Azul
PEPRB3003413,Veracruz de Ignacio de la Llave,Cerro Azul
PEPRB3003414,VERACRUZ,Cerro Azul
PEPRB3003415,VERACRUZ,Cerro Azul
PEPRB300341A,VERACRUZ,Cerro Azul
PEPRB300341B,VERACRUZ,Cerro Azul
PEPRB300341C,VERACRUZ,Cerro Azul
PEPRB300341E,VERACRUZ,Cerro Azul
PEPRB3004911,VERACRUZ,Boca del Rio
PEPRC0706211,CHIAPAS,Ostuacan
PEPRC2700811,TABASCO,Huimanguillo
PEPRC2700811,Tabasco,Huimanguillo
PEPRC2700812,TABASCO,Huimanguillo
PEPRC2700812,Tabasco,Huimanguillo
PEPRC2700813,TABASCO,Huimanguillo
PEPRC2701311,TABASCO,Nacajuca
PEPRC3020611,VERACRUZ,Las Choapas
PEPRD0707411,CHIAPAS,Reforma
PEPRD2701211,TABASCO,Macuspana
PEPRD3011111,VERACRUZ,Moloacan
PEQ1409700542,Jalisco,Tlajomulco de Zúñiga
PEQ5I1102711,GUANAJUATO,Salamanca
PER5Z1510411,MEXICO,Tlalnepantla de Baz
PER7J1903911,NUEVO LEON,Monterrey
PES1C1512111,MEXICO,Cuautitlan Izcalli
PES5T1501411,MEXICO,Atlacomulco
PES5T1501411,México,Atlacomulco
PES5X1306911,HIDALGO,Tizayuca
PESLQ3013111,VERACRUZ,Poza Rica de Hidalgo
PESS72201412,QUERETARO,Queretaro
PESS72201412,Querétaro,Querétaro
PET0900200136,DISTRITO FEDERAL,Azcapotzalco
PET1101700113,GUANAJUATO,Irapuato
PET1101700113,Guanajuato,Irapuato
PET2402800653,SAN LUIS POTOSI,San Luis Potosi
PET2402800735,SAN LUIS POTOSI,San Luis Potosi
PET2402800735,San Luis Potosí,San Luis Potosí
PET3003900268,VERACRUZ,Coatzacoalcos
PET3003900348,VERACRUZ,Coatzacoalcos
PET5H1101711,GUANAJUATO,Irapuato
PET5H2800311,TAMAULIPAS,Altamira
PET5Q1512111,MEXICO,Cuautitlan
PETLJ0900511,DISTRITO FEDERAL,Gustavo A. Madero
PETM91409811,JALISCO,Tlaquepaque
PEU912802211,TAMAULIPAS,Matamoros
PEW910200211,BAJA CALIFORNIA,Mexicali
PEX5E0901511,DISTRITO FEDERAL,Cuauhtemoc
PEZ1W2801711,TAMAULIPAS,Jaumave
PFA301401611,JALISCO,Ayotlan
PFA5T0100711,AGUASCALIENTES,Rincon de Romos
PFA5T0100711,Aguascalientes,Rincón de Romos
PFA5T0100721,AGUASCALIENTES,Rincon de Romos
PFA5T0901611,Ciudad de México,Miguel Hidalgo
PFA5T0901611,DISTRITO FEDERAL,Miguel Hidalgo
PFC5T1403911,JALISCO,Guadalajara
PFC5T1403911,Jalisco,Guadalajara
PFC5T1412011,JALISCO,Zapopan
PFC5T1412011,Jalisco,Zapopan
PFE3004800038,VERACRUZ,Cosoleacaque
PFEEA0900211,DISTRITO FEDERAL,Azcapotzalco
PFI5T1510611,MEXICO,Toluca
PFI5T1510611,México,Toluca
PFL6E0503011,COAHUILA,Saltillo
PFL6E0503011,Coahuila de Zaragoza,Saltillo
PFM5S2201411,QUERETARO,Queretaro
PFM7X1510911,MEXICO,Tultitlan
PFR5Q1512112,MEXICO,Cuautitlan
PFR5Q1512112,MEXICO,Cuautitlan Izcalli
PFR5Q1512112,México,Cuautitlán Izcalli
PGA7X3003811,VERACRUZ,Coatepec
PGA8A1403911,JALISCO,Guadalajara
PGAMX1306321,HIDALGO,Tepeji del Rio de Ocampo
PGE1Z2201411,QUERETARO,Queretaro
PGM1404400011,JALISCO,Ixtlahuacan de los Membrillos
PGM1404400011,Jalisco,Ixtlahuacán de los Membrillos
PGM150621111,MEXICO,Ocoyoacac
PGM2M1403911,JALISCO,Ixtlahuacan de los Membrillos
PGM361512111,MEXICO,Cuautitlan Izcalli
PGM5Q1506211,MEXICO,Ocoyoacac
PGM5T1505721,MEXICO,Naucalpan de Juarez
PGM5W0900221,DISTRITO FEDERAL,Azcapotzalco
PGM5W0900521,DISTRITO FEDERAL,Gustavo A. Madero
PGM5W1100521,GUANAJUATO,Apaseo el Grande
PGMN90803711,CHIHUAHUA,Juarez
PGP102800911,TAMAULIPAS,Ciudad Madero
PGP5G0707411,CHIAPAS,Reforma
PGP5G0707431,CHIAPAS,Reforma
PGP5G1306311,HIDALGO,Tepeji del Rio de Ocampo
PGP5G2111411,PUEBLA,Puebla
PGP5G2700411,TABASCO,Centro
PGP5G2700811,TABASCO,Huimanguillo
PGP5G2701211,TABASCO,Macuspana
PGP5G2803211,TAMAULIPAS,Reynosa
PGP5G2803213,TAMAULIPAS,Reynosa
PGP5G3004911,VERACRUZ,Cotaxtla
PGP5G3004921,VERACRUZ,Cotaxtla
PGP5G3013111,VERACRUZ,Coatzintla
PGPLQ3013111,VERACRUZ,Poza Rica de Hidalgo
PGPM10801911,CHIHUAHUA,Chihuahua
PGPM13003911,VERACRUZ,Coatzacoalcos
PGPM90200511,BAJA CALIFORNIA,Playas de Rosarito
PGPM90707411,CHIAPAS,Reforma
PGPM90803712,CHIHUAHUA,Chihuahua
PGPM90803712,CHIHUAHUA,Juarez
PGPM91100111,GUANAJUATO,Abasolo
PGPM91307611,HIDALGO,Tula de Allende
PGPM91412011,JALISCO,Zapopan
PGPM91510411,MEXICO,Tlalnepantla de Baz
PGPM92007911,OAXACA,Salina Cruz
PGPM92500111,SINALOA,Ahome
PGPM92800911,TAMAULIPAS,Ciudad Madero
PGPM93003911,VERACRUZ,Coatzacoalcos
PGPM93003911,Veracruz de Ignacio de la Llave,Coatzacoalcos
PGPM93003912,VERACRUZ,Coatzacoalcos
PGPMI0503511,COAHUILA,Torreon
PGPMI0801911,CHIHUAHUA,Chihuahua
PGPMI1102711,GUANAJUATO,Salamanca
PGPMI1403911,JALISCO,Guadalajara
PGPMI1500211,MEXICO,Acolman
PGPMI1902111,NUEVO LEON,Gral.  Escobedo
PGPMI1902111,NUEVO LEON,Gral. Escobedo
PGPMI2700211,TABASCO,Cardenas
PGPMI2800911,TAMAULIPAS,Ciudad Madero
PGPMI2803211,TAMAULIPAS,Reynosa
PGPMI2900511,TLAXCALA,Apizaco
PGPMI3010511,VERACRUZ,Medellin
PGPMI3010811,VERACRUZ,Minatitlan
PGPMI3011511,VERACRUZ,Nogales
PGPMI3013111,VERACRUZ,Poza Rica de Hidalgo
PGPN42700412,TABASCO,Centro
PGPQX2007911,OAXACA,Salina Cruz
PGPRP1306311,HIDALGO,Tepeji del Rio de Ocampo
PGR2300800105,QUINTANA ROO,Solidaridad
PGTMI2603911,SONORA,Agua Prieta
PGU2W2602911,SONORA,Guaymas
PGU2W2602911,Sonora,Guaymas
PHA293105011,YUCATAN,Merida
PHAHH2201411,QUERETARO,Queretaro
PHAHH2201411,Querétaro,Querétaro
PHAMA1900611,NUEVO LEON,Apodaca
PHC561503311,MEXICO,Ecatepec de Morelos
PHC581306111,HIDALGO,Tepeapulco
PHC581306111,Hidalgo,Tepeapulco
PHLTF1900611,NUEVO LEON,Apodaca
PHM2904300014,TLAXCALA,Yauhquemecan
PHM581904611,NUEVO LEON,San Nicolas de los Garza
PHM581904611,Nuevo León,San Nicolás de los Garza
PHM8L1510611,MEXICO,Toluca
PHM8L1510611,México,Toluca
PHM8L1900611,NUEVO LEON,Apodaca
PHMLJ1403911,JALISCO,Guadalajara
PHMLJ1403911,Jalisco,Guadalajara
PHN7T0100511,AGUASCALIENTES,Jesus Maria
PHO0901500196,DISTRITO FEDERAL,Cuauhtemoc
PHO2300500353,QUINTANA ROO,Benito Juarez
PHO5T0900311,DISTRITO FEDERAL,Coyoacan
PHOAY2300511,QUINTANA ROO,Benito Juarez
PHOD10901211,DISTRITO FEDERAL,Tlalpan
PHOHH0900211,DISTRITO FEDERAL,Azcapotzalco
PHQAY2201411,QUERETARO,Queretaro
PHU2116100003,PUEBLA,Tepanco de Lopez
PIC7Q0801921,CHIHUAHUA,Chihuahua
PICAY2300511,QUINTANA ROO,Benito Juarez
PICAY2300521,QUINTANA ROO,Benito Juarez
PICAY2300521,Quintana Roo,Benito Juárez
PIG1509100004,MEXICO,Teoloyucan
PIGTB0900411,DISTRITO FEDERAL,Cuajimalpa de Morelos
PII5X1102021,GUANAJUATO,Leon
PII5X1102021,Guanajuato,León
PIM1M3105011,YUCATAN,Kanasin
PIM5E1900611,NUEVO LEON,Apodaca
PIM7Q0503011,COAHUILA,Saltillo
PIM8A0803711,CHIHUAHUA,Juarez
PIM970200211,BAJA CALIFORNIA,Mexicali
PIMLT1510411,MEXICO,Tlalnepantla de Baz
PIN1903900106,NUEVO LEON,Monterrey
PIN1903900106,Nuevo León,Monterrey
PIN2300500344,Quintana Roo,Benito Juárez
PIN2602900063,SONORA,Guaymas
PIN2802200095,Tamaulipas,Matamoros
PIN2W2603311,SONORA,Huatabampo
PIN2W2603311,Sonora,Huatabampo
PIN4E2501211,SINALOA,Mazatlan
PIN5L1605311,MICHOACAN,Morelia
PIN5L1605311,Michoacán de Ocampo,Morelia
PIN5U1900111,NUEVO LEON,Abasolo
PIN6D2802211,TAMAULIPAS,Matamoros
PIN6D2802211,Tamaulipas,Matamoros
PIN8A0200411,BAJA CALIFORNIA,Tijuana
PIN8A0200412,BAJA CALIFORNIA,Tijuana
PIN8A2802211,TAMAULIPAS,Matamoros
PIN8A2802211,Tamaulipas,Matamoros
PIN8L1900611,NUEVO LEON,Apodaca
PIN8L1900612,NUEVO LEON,Apodaca
PIN9I2802711,TAMAULIPAS,Nuevo Laredo
PIN9I2802712,TAMAULIPAS,Nuevo Laredo
PIN9I2802712,Tamaulipas,Nuevo Laredo
PIN9M2802211,TAMAULIPAS,Matamoros
PIN9M2802211,Tamaulipas,Matamoros
PIN9M2802711,TAMAULIPAS,Nuevo Laredo
PINA90200411,BAJA CALIFORNIA,Tijuana
PINS72501211,SINALOA,Mazatlan
PIP2401300032,SAN LUIS POTOSI,Ciudad Valles
PIP582402811,SAN LUIS POTOSI,San Luis Potosi
PIP582402811,San Luis Potosí,San Luis Potosí
PIQ2201401158,QUERETARO,Queretaro
PIQ2201401158,Querétaro,Querétaro
PIQTF2201411,QUERETARO,Queretaro
PIR570900711,Ciudad de México,Iztapalapa
PIR570900711,DISTRITO FEDERAL,Iztapalapa
PIRLT1100711,GUANAJUATO,Celaya
PIRLT2402821,SAN LUIS POTOSI,San Luis Potosi
PIT0400400049,CAMPECHE,Champoton
PIV0710100435,CHIAPAS,Tuxtla Gutierrez
PIYAB2604211,SONORA,Navojoa
PJG3104100026,YUCATAN,Kanasin
PJG3104100026,Yucatán,Kanasín
PJUA10803711,CHIHUAHUA,Juarez
PKR1Z0900211,DISTRITO FEDERAL,Azcapotzalco
PLA0200400010,BAJA CALIFORNIA,Tijuana
PLA1902600294,NUEVO LEON,Guadalupe
PLA1902600294,Nuevo León,Guadalupe
PLA1F1403911,JALISCO,Guadalajara
PLA2901500008,TLAXCALA,Ixtacuixtla de Mariano Matamoros
PLA2902800003,TLAXCALA,Teolocholco
PLA2904100010,TLAXCALA,Papalotla de Xicohtencatl
PLA520200411,BAJA CALIFORNIA,Tijuana
PLA520200412,BAJA CALIFORNIA,Tijuana
PLA5X1701111,MORELOS,Jiutepec
PLA6E2904111,TLAXCALA,Papalotla de Xicohtencatl
PLA6E2904111,Tlaxcala,Papalotla de Xicohténcatl
PLA6J0200211,BAJA CALIFORNIA,Mexicali
PLA6J0200211,Baja California,Mexicali
PLA6T1103211,GUANAJUATO,San Jose Iturbide
PLA6T1103211,Guanajuato,San José Iturbide
PLA6T1903112,NUEVO LEON,Juarez
PLA6T1903112,Nuevo León,Juárez
PLA6T2201411,QUERETARO,Queretaro
PLA6T2901511,TLAXCALA,Ixtacuixtla de Mariano Matamoros
PLA6T2901511,Tlaxcala,Ixtacuixtla de Mariano Matamoros
PLA6T2902811,TLAXCALA,Teolocholco
PLA6T2902811,Tlaxcala,Teolocholco
PLA6T2904111,TLAXCALA,Papalotla de Xicohtencatl
PLA6T2904111,Tlaxcala,Papalotla de Xicohténcatl
PLA6T2904811,TLAXCALA,La Magdalena Tlaltelulco
PLA6T2904811,Tlaxcala,La Magdalena Tlaltelulco
PLA8L0200411,BAJA CALIFORNIA,Tijuana
PLA940200411,BAJA CALIFORNIA,Tijuana
PLA940200412,BAJA CALIFORNIA,Tijuana
PLAEA1701111,MORELOS,Jiutepec
PLAKE0900311,DISTRITO FEDERAL,Coyoacan
PLALJ1305211,HIDALGO,San Agustin Tlaxiaca
PLAMA1902611,NUEVO LEON,Santa Catarina
PLDML1405311,JALISCO,Lagos de Moreno
PLE1S1102011,GUANAJUATO,Leon
PLE1S1102011,Guanajuato,León
PLE910200411,BAJA CALIFORNIA,Tijuana
PLE910200411,Baja California,Tijuana
PLE910803711,CHIHUAHUA,Juarez
PLE912802211,TAMAULIPAS,Matamoros
PLE912802211,Tamaulipas,Matamoros
PLENS0200411,BAJA CALIFORNIA,Tijuana
PLL190461111,NUEVO LEON,San Nicolas de los Garza
PLL921902611,NUEVO LEON,Guadalupe
PLM1S1607011,MICHOACAN,Purepero
PLM5U0900311,DISTRITO FEDERAL,Coyoacan
PLM7X1902111,NUEVO LEON,Gral.  Escobedo
PLM7X1903911,NUEVO LEON,Monterrey
PLM7X1903911,Nuevo León,Monterrey
PLM921900611,NUEVO LEON,Apodaca
PLM921900611,Nuevo León,Apodaca
PLO0400300562,CAMPECHE,Carmen
PLO0400300562,Campeche,Carmen
PLO0501800101,COAHUILA,Monclova
PLO0600700347,Colima,Manzanillo
PLO0801900415,CHIHUAHUA,Chihuahua
PLO0801900415,Chihuahua,Chihuahua
PLO0801900416,CHIHUAHUA,Juarez
PLO0803700680,CHIHUAHUA,Juarez
PLO0803700680,Chihuahua,Juárez
PLO0900600276,Ciudad de México,Iztacalco
PLO0900600276,DISTRITO FEDERAL,Iztacalco
PLO0901600455,DISTRITO FEDERAL,Miguel Hidalgo
PLO1000500221,DURANGO,Durango
PLO1000500221,Durango,Durango
PLO1000700091,DURANGO,Gomez Palacio
PLO1000700091,Durango,Gómez Palacio
PLO1102700112,GUANAJUATO,Salamanca
PLO1102700112,Guanajuato,Salamanca
PLO1500200056,MEXICO,Acolman
PLO1510400394,MEXICO,Tlalnepantla de Baz
PLO1510400394,México,Tlalnepantla de Baz
PLO1700700163,MORELOS,Cuernavaca
PLO1700700163,Morelos,Cuernavaca
PLO1900900035,NUEVO LEON,Cadereyta Jimenez
PLO1900900035,Nuevo León,Cadereyta Jiménez
PLO1904800090,NUEVO LEON,Santa Catarina
PLO1904800091,NUEVO LEON,Santa Catarina
PLO2007900029,OAXACA,Salina Cruz
PLO2402000356,SAN LUIS POTOSI,Matehuala
PLO2500100164,SINALOA,Ahome
PLO2500100164,Sinaloa,Ahome
PLO2500100385,SINALOA,Ahome
PLO2501200884,SINALOA,Mazatlan
PLO2601800333,SONORA,Cajeme
PLO2603600006,SONORA,Magdalena
PLO2700200094,TABASCO,Cardenas
PLO2701200057,TABASCO,Macuspana
PLO2701200057,Tabasco,Macuspana
PLO2800900055,TAMAULIPAS,Ciudad Madero
PLO2800900056,TAMAULIPAS,Ciudad Madero
PLO2800900056,Tamaulipas,Ciudad Madero
PLO2802702771,TAMAULIPAS,Nuevo Laredo
PLO2802702771,Tamaulipas,Nuevo Laredo
PLO2803200250,TAMAULIPAS,Reynosa
PLO2804100073,TAMAULIPAS,Victoria
PLO2804100073,Tamaulipas,Victoria
PLO2804100074,TAMAULIPAS,Victoria
PLO2804100074,Tamaulipas,Victoria
PLO2900500065,TLAXCALA,Apizaco
PLO3003900242,VERACRUZ,Coatzacoalcos
PLO3008500019,VERACRUZ,Ixtaczoquitlan
PLO3008500019,Veracruz de Ignacio de la Llave,Ixtaczoquitlán
PLO3008700179,Veracruz de Ignacio de la Llave,Xalapa
PLO3010800093,VERACRUZ,Minatitlan
PLO3011500008,VERACRUZ,Nogales
PLO3012800015,Veracruz de Ignacio de la Llave,Perote
PLO3013100134,VERACRUZ,Poza Rica de Hidalgo
PLO3013100134,Veracruz de Ignacio de la Llave,Poza Rica de Hidalgo
PLO561503911,MEXICO,Ixtapaluca
PLPML3202911,ZACATECAS,Miguel Auza
PLPML3202911,Zacatecas,Miguel Auza
PLRML1607011,MICHOACAN,Purepero
PLT1T0901211,DISTRITO FEDERAL,Tlalpan
PMA1409802042,Jalisco,San Pedro Tlaquepaque
PMA3107500003,YUCATAN,Teabo
PMA3107500003,Yucatán,Teabo
PMA561904611,NUEVO LEON,San Nicolas de los Garza
PMA5T1409811,JALISCO,Tlaquepaque
PMA5T1409811,Jalisco,San Pedro Tlaquepaque
PMA6E1506211,MEXICO,Ocoyoacac
PMAB82201411,QUERETARO,Queretaro
PMAML2110411,PUEBLA,Nopalucan
PMAML2110411,Puebla,Nopalucan
PMARP2110411,PUEBLA,Nopalucan
PMASA2200411,QUERETARO,Cadereyta de Montes
PMC9M1100711,GUANAJUATO,Celaya
PMC9M1100711,Guanajuato,Celaya
PMD2300500003,QUINTANA ROO,Benito Juarez
PME0400300156,CAMPECHE,Carmen
PME0400300157,CAMPECHE,Carmen
PME0400300174,CAMPECHE,Carmen
PME0400300572,CAMPECHE,Carmen
PME0400300572,Campeche,Carmen
PME0400300621,CAMPECHE,Carmen
PME0502700058,Coahuila de Zaragoza,Ramos Arizpe
PME1101700116,GUANAJUATO,Irapuato
PME1101700116,Guanajuato,Irapuato
PME1102000148,GUANAJUATO,Leon
PME1102000148,Guanajuato,León
PME1102700167,GUANAJUATO,Salamanca
PME1102700167,Guanajuato,Salamanca
PME1103700077,GUANAJUATO,Silao
PME1506200004,MEXICO,Ocoyoacac
PME1506200004,México,Ocoyoacac
PME1506200026,MEXICO,Ocoyoacac
PME1509500022,MEXICO,Tepotzotlan
PME1509500027,MEXICO,Tepotzotlan
PME1510600663,MEXICO,Toluca
PME1510600663,México,Toluca
PME1900600088,NUEVO LEON,Apodaca
PME1903900226,NUEVO LEON,Monterrey
PME190461112,NUEVO LEON,San Nicolas de los Garza
PME1Y2602911,SONORA,Guaymas
PME2700200126,TABASCO,Cardenas
PME2700200126,Tabasco,Cárdenas
PME2700500098,TABASCO,Comalcalco
PME2700500098,Tabasco,Comalcalco
PME2700500099,TABASCO,Comalcalco
PME2700500099,Tabasco,Comalcalco
PME2700500100,TABASCO,Comalcalco
PME2700500101,TABASCO,Comalcalco
PME2700500101,Tabasco,Comalcalco
PME2903700001,TLAXCALA,Zitlaltepec de Trinidad Sanchez Santos
PME2903700001,Tlaxcala,Ziltlaltépec de Trinidad Sánchez Santos
PME2M1501411,MEXICO,Atlacomulco
PME3003400002,VERACRUZ,Cerro Azul
PME361102011,GUANAJUATO,Leon
PME361605311,MICHOACAN,Morelia
PME362900512,TLAXCALA,Apizaco
PME362900512,Tlaxcala,Apizaco
PME363002811,VERACRUZ,Boca del Rio
PME363002811,Veracruz de Ignacio de la Llave,Boca del Río
PME363003811,VERACRUZ,Coatepec
PME363003811,Veracruz de Ignacio de la Llave,Coatepec
PME580801911,CHIHUAHUA,Chihuahua
PME580801911,Chihuahua,Chihuahua
PME5I1901611,NUEVO LEON,Dr. Gonzalez
PME5I1901611,Nuevo León,Doctor González
PME5K0200411,BAJA CALIFORNIA,Tijuana
PME5K0501811,COAHUILA,Monclova
PME5K0803711,CHIHUAHUA,Juarez
PME5K1102711,GUANAJUATO,Salamanca
PME5K1301011,HIDALGO,Atitalaquia
PME5K1306111,HIDALGO,Tepeapulco
PME5K1306111,Hidalgo,Tepeapulco
PME5K1306311,HIDALGO,Tepeji del Rio de Ocampo
PME5K1306311,Hidalgo,Tepeji del Río de Ocampo
PME5K1403911,JALISCO,Guadalajara
PME5K1403911,Jalisco,Guadalajara
PME5K1510411,MEXICO,Tlalnepantla de Baz
PME5K1510611,MEXICO,Toluca
PME5K1510911,MEXICO,Tultitlan
PME5K1901811,NUEVO LEON,Garcia
PME5K1901811,Nuevo León,García
PME5K1904611,NUEVO LEON,San Nicolas de los Garza
PME5K1904612,NUEVO LEON,San Nicolas de los Garza
PME5K1904613,NUEVO LEON,San Nicolas de los Garza
PME5K1904613,Nuevo León,San Nicolás de los Garza
PME5K2701011,TABASCO,Jalpa de Mendez
PME5K3003911,VERACRUZ,Coatzacoalcos
PME5K3003911,Veracruz de Ignacio de la Llave,Coatzacoalcos
PME5K3003912,VERACRUZ,Coatzacoalcos
PME5K3019311,VERACRUZ,Veracruz
PME5K3019312,VERACRUZ,Veracruz
PME5Q2113211,TLAXCALA,Xicohtzinco
PME5T0900311,Ciudad de México,Coyoacán
PME5T0900311,DISTRITO FEDERAL,Coyoacan
PME602201411,QUERETARO,Queretaro
PME6E0900721,Ciudad de México,Iztapalapa
PME6E0900721,DISTRITO FEDERAL,Iztapalapa
PME6E1505711,MEXICO,Naucalpan de Juarez
PME6E1510611,MEXICO,Toluca
PME6E2201411,QUERETARO,Queretaro
PME6E2803211,TAMAULIPAS,Reynosa
PME6E2803221,TAMAULIPAS,Reynosa
PME7T2402811,SAN LUIS POTOSI,San Luis Potosi
PME7X1403911,JALISCO,Guadalajara
PME8A1000711,DURANGO,Gomez Palacio
PME8V0803711,CHIHUAHUA,Juarez
PME910803731,CHIHUAHUA,Juarez
PME911503911,MEXICO,Ixtapaluca
PME912201411,QUERETARO,Queretaro
PME921903911,NUEVO LEON,Monterrey
PME9J1902611,NUEVO LEON,Guadalupe
PME9M0100111,AGUASCALIENTES,Aguascalientes
PME9M0100111,Aguascalientes,Aguascalientes
PME9M1902611,NUEVO LEON,Guadalupe
PME9M1902611,Nuevo León,Guadalupe
PME9M2101511,PUEBLA,Amozoc
PME9M2101511,Puebla,Amozoc
PME9M2402811,SAN LUIS POTOSI,San Luis Potosi
